Probe Set ID	Gene Symbol	Gene Title	Entrez Gene
TC19001262.hg.1	CYP4F11	cytochrome P450, family 4, subfamily F, polypeptide 11	57834
TC19001263.hg.1	NA	NA	NA
TC19001264.hg.1	CIB3	calcium and integrin binding family member 3	117286
TC19001265.hg.1	EPS15L1	epidermal growth factor receptor pathway substrate 15-like 1	58513
TC19001267.hg.1	C19orf42	chromosome 19 open reading frame 42	79086
TC19001268.hg.1	CPAMD8	C3 and PZP-like, alpha-2-macroglobulin domain containing 8	27151
TC19001269.hg.1	HAUS8	HAUS augmin-like complex, subunit 8	93323
TC19001270.hg.1	NR2F6	nuclear receptor subfamily 2, group F, member 6	2063
TC19001271.hg.1	USHBP1	Usher syndrome 1C binding protein 1	83878
TC19001272.hg.1	ABHD8	abhydrolase domain containing 8	79575
TC19001273.hg.1	ANO8	anoctamin 8	57719
TC19001274.hg.1	PLVAP	plasmalemma vesicle associated protein	83483
TC19001275.hg.1	BST2	bone marrow stromal cell antigen 2	684
TC19001276.hg.1	TMEM221	transmembrane protein 221	100130519
TC19001277.hg.1	NXNL1	nucleoredoxin-like 1	115861
TC19001278.hg.1	UNC13A	unc-13 homolog A (C. elegans)	23025
TC19001279.hg.1	INSL3	insulin-like 3 (Leydig cell)	3640
TC19001280.hg.1	JAK3	Janus kinase 3	3718
TC19001281.hg.1	IL12RB1	interleukin 12 receptor, beta 1	3594
TC19001282.hg.1	RAB3A	RAB3A, member RAS oncogene family	5864
TC19001283.hg.1	NA	NA	NA
TC19001284.hg.1	KIAA1683	KIAA1683	80726
TC19001285.hg.1	JUND	jun D proto-oncogene	3727
TC19001286.hg.1	LSM4	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	25804
TC19001287.hg.1	LRRC25	leucine rich repeat containing 25	126364
TC19001288.hg.1	NA	NA	NA
TC19001289.hg.1	ISYNA1	inositol-3-phosphate synthase 1	51477
TC19001290.hg.1	ELL	elongation factor RNA polymerase II	8178
TC19001291.hg.1	FKBP8	FK506 binding protein 8, 38kDa	23770
TC19001292.hg.1	CRLF1	cytokine receptor-like factor 1	9244
TC19001293.hg.1	COMP	cartilage oligomeric matrix protein	1311
TC19001294.hg.1	NA	NA	NA
TC19001295.hg.1	MGC10814	uncharacterized protein MGC10814	84757
TC19001297.hg.1	SUGP2	SURP and G patch domain containing 2	10147
TC19001298.hg.1	TMEM161A	transmembrane protein 161A	54929
TC19001300.hg.1	NA	NA	NA
TC19001301.hg.1	NR2C2AP	nuclear receptor 2C2-associated protein	126382
TC19001302.hg.1	SUGP1	SURP and G patch domain containing 1	57794
TC19001303.hg.1	TSSK6	testis-specific serine kinase 6	83983
TC19001304.hg.1	PBX4	pre-B-cell leukemia homeobox 4	80714
TC19001305.hg.1	LPAR2	lysophosphatidic acid receptor 2	9170
TC19001306.hg.1	GMIP	GEM interacting protein	51291
TC19001307.hg.1	ATP13A1	ATPase type 13A1	57130
TC19001308.hg.1	ZNF14	zinc finger protein 14	7561
TC19001309.hg.1	NA	NA	NA
TC19001310.hg.1	NA	NA	NA
TC19001311.hg.1	NA	NA	NA
TC19001312.hg.1	NA	NA	NA
TC19001313.hg.1	NA	NA	NA
TC19001314.hg.1	NA	NA	NA
TC19001315.hg.1	NA	NA	NA
TC19001316.hg.1	NA	NA	NA
TC19001317.hg.1	NA	NA	NA
TC19001318.hg.1	NA	NA	NA
TC19001319.hg.1	NA	NA	NA
TC19001320.hg.1	NA	NA	NA
TC19001321.hg.1	NA	NA	NA
TC19001322.hg.1	NA	NA	NA
TC19001323.hg.1	NA	NA	NA
TC19001324.hg.1	NA	NA	NA
TC19001325.hg.1	NA	NA	NA
TC19001326.hg.1	NA	NA	NA
TC19001327.hg.1	NA	NA	NA
TC19001328.hg.1	NA	NA	NA
TC19001329.hg.1	NA	NA	NA
TC19001330.hg.1	NA	NA	NA
TC19001331.hg.1	NA	NA	NA
TC19001332.hg.1	NA	NA	NA
TC19001333.hg.1	NA	NA	NA
TC19001334.hg.1	NA	NA	NA
TC19001335.hg.1	NA	NA	NA
TC19001336.hg.1	NA	NA	NA
TC19001337.hg.1	NA	NA	NA
TC19001338.hg.1	NA	NA	NA
TC19001339.hg.1	LOC284440	uncharacterized LOC284440	284440
TC19001340.hg.1	ZNF506	zinc finger protein 506	440515
TC19001341.hg.1	NA	NA	NA
TC19001342.hg.1	ZNF682	zinc finger protein 682	91120
TC19001343.hg.1	ZNF826P	zinc finger protein 826, pseudogene	664701
TC19001344.hg.1	NA	NA	NA
TC19001345.hg.1	NA	NA	NA
TC19001346.hg.1	NA	NA	NA
TC19001347.hg.1	ZNF737	zinc finger protein 737	100129842
TC19001348.hg.1	NA	NA	NA
TC19001349.hg.1	NA	NA	NA
TC19001350.hg.1	ZNF708	zinc finger protein 708	7562
TC19001351.hg.1	NA	NA	NA
TC19001352.hg.1	NA	NA	NA
TC19001353.hg.1	NA	NA	NA
TC19001354.hg.1	NA	NA	NA
TC19001355.hg.1	ZNF100	zinc finger protein 100	163227
TC19001356.hg.1	ZNF43	zinc finger protein 43	7594
TC19001357.hg.1	ZNF208	zinc finger protein 208	7757
TC19001358.hg.1	ZNF676	zinc finger protein 676	163223
TC19001359.hg.1	ZNF98	zinc finger protein 98	148198
TC19001360.hg.1	NA	NA	NA
TC19001361.hg.1	ZNF99	zinc finger protein 99	7652
TC19001362.hg.1	NA	NA	NA
TC19001363.hg.1	NA	NA	NA
TC19001364.hg.1	ZNF724P	zinc finger protein 724, pseudogene	440519
TC19001365.hg.1	LOC100132815	importin 5 pseudogene	100132815
TC19001366.hg.1	NA	NA	NA
TC19001367.hg.1	ZNF91	zinc finger protein 91	7644
TC19001368.hg.1	NA	NA	NA
TC19001369.hg.1	ZNF675	zinc finger protein 675	171392
TC19001370.hg.1	ZNF681	zinc finger protein 681	148213
TC19001371.hg.1	NA	NA	NA
TC19001372.hg.1	NA	NA	NA
TC19001373.hg.1	NA	NA	NA
TC19001374.hg.1	LOC100101266	hepatitis A virus cellular receptor 1 pseudogene	100101266
TC19001375.hg.1	NA	NA	NA
TC19001376.hg.1	NA	NA	NA
TC19001377.hg.1	LOC148189	uncharacterized LOC148189	148189
TC19001378.hg.1	NA	NA	NA
TC19001379.hg.1	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	7386
TC19001380.hg.1	LOC284395	uncharacterized LOC284395	284395
TC19001381.hg.1	C19orf12	chromosome 19 open reading frame 12	83636
TC19001382.hg.1	NA	NA	NA
TC19001383.hg.1	TSHZ3	teashirt zinc finger homeobox 3	57616
TC19001384.hg.1	NA	NA	NA
TC19001385.hg.1	NA	NA	NA
TC19001386.hg.1	NA	NA	NA
TC19001387.hg.1	NA	NA	NA
TC19001388.hg.1	ANKRD27	ankyrin repeat domain 27 (VPS9 domain)	84079
TC19001389.hg.1	NA	NA	NA
TC19001390.hg.1	SLC7A9	solute carrier family 7 (glycoprotein-associated amino acid transporter light chain, bo,+ system), member 9	11136
TC19001392.hg.1	NA	NA	NA
TC19001393.hg.1	CEP89	centrosomal protein 89kDa	84902
TC19001394.hg.1	RHPN2	rhophilin, Rho GTPase binding protein 2	85415
TC19001395.hg.1	SLC7A10	solute carrier family 7 (neutral amino acid transporter light chain, asc system), member 10	56301
TC19001396.hg.1	CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	1050
TC19001397.hg.1	PEPD	peptidase D	5184
TC19001398.hg.1	NA	NA	NA
TC19001399.hg.1	LOC643719	uncharacterized LOC643719	643719
TC19001400.hg.1	SCGBL	secretoglobin-like	284402
TC19001401.hg.1	NA	NA	NA
TC19001402.hg.1	NA	NA	NA
TC19001403.hg.1	NA	NA	NA
TC19001404.hg.1	ZNF599	zinc finger protein 599	148103
TC19001405.hg.1	NA	NA	NA
TC19001406.hg.1	NA	NA	NA
TC19001407.hg.1	NA	NA	NA
TC19001408.hg.1	NA	NA	NA
TC19001409.hg.1	NA	NA	NA
TC19001410.hg.1	NA	NA	NA
TC19001411.hg.1	NA	NA	NA
TC19001412.hg.1	NA	NA	NA
TC19001413.hg.1	NA	NA	NA
TC19001414.hg.1	NA	NA	NA
TC19001415.hg.1	LOC400685	uncharacterized LOC400685	400685
TC19001416.hg.1	NA	NA	NA
TC19001417.hg.1	NA	NA	NA
TC19001418.hg.1	NA	NA	NA
TC19001419.hg.1	NA	NA	NA
TC19001420.hg.1	NA	NA	NA
TC19001421.hg.1	NA	NA	NA
TC19001422.hg.1	NA	NA	NA
TC19001423.hg.1	NA	NA	NA
TC19001424.hg.1	NA	NA	NA
TC19001425.hg.1	NA	NA	NA
TC19001426.hg.1	NA	NA	NA
TC19001427.hg.1	NA	NA	NA
TC19001428.hg.1	NA	NA	NA
TC19001429.hg.1	NA	NA	NA
TC19001430.hg.1	NA	NA	NA
TC19001431.hg.1	NA	NA	NA
TC19001432.hg.1	NA	NA	NA
TC19001433.hg.1	NA	NA	NA
TC19001434.hg.1	NA	NA	NA
TC19001435.hg.1	NA	NA	NA
TC19001436.hg.1	NA	NA	NA
TC19001437.hg.1	NA	NA	NA
TC19001438.hg.1	ZNF792	zinc finger protein 792	126375
TC19001439.hg.1	LOC100128675	uncharacterized LOC100128675	100128675
TC19001440.hg.1	LGI4	leucine-rich repeat LGI family, member 4	163175
TC19001441.hg.1	FAM187B	family with sequence similarity 187, member B	148109
TC19001442.hg.1	NA	NA	NA
TC19001443.hg.1	NA	NA	NA
TC19001444.hg.1	KRTDAP	keratinocyte differentiation-associated protein	388533
TC19001445.hg.1	DMKN	dermokine	93099
TC19001446.hg.1	SBSN	suprabasin	374897
TC19001447.hg.1	LOC100506469	uncharacterized LOC100506469	100506469
TC19001448.hg.1	ATP4A	ATPase, H+/K+ exchanging, alpha polypeptide	495
TC19001449.hg.1	NA	NA	NA
TC19001450.hg.1	NA	NA	NA
TC19001452.hg.1	NA	NA	NA
TC19001453.hg.1	HSPB6	heat shock protein, alpha-crystallin-related, B6	126393
TC19001454.hg.1	NA	NA	NA
TC19001455.hg.1	PRODH2	proline dehydrogenase (oxidase) 2	58510
TC19001456.hg.1	NPHS1	nephrosis 1, congenital, Finnish type (nephrin)	4868
TC19001457.hg.1	NFKBID	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, delta	84807
TC19001458.hg.1	TYROBP	TYRO protein tyrosine kinase binding protein	7305
TC19001460.hg.1	CLIP3	CAP-GLY domain containing linker protein 3	25999
TC19001461.hg.1	THAP8	THAP domain containing 8	199745
TC19001462.hg.1	POLR2I	polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa	5438
TC19001463.hg.1	COX7A1	cytochrome c oxidase subunit VIIa polypeptide 1 (muscle)	1346
TC19001464.hg.1	ZNF565	zinc finger protein 565	147929
TC19001465.hg.1	NA	NA	NA
TC19001466.hg.1	LOC100506930	uncharacterized LOC100506930	100506930
TC19001467.hg.1	ZFP14	zinc finger protein 14 homolog (mouse)	57677
TC19001468.hg.1	ZFP82	zinc finger protein 82 homolog (mouse)	284406
TC19001469.hg.1	ZNF566	zinc finger protein 566	84924
TC19001470.hg.1	ZNF260	zinc finger protein 260	339324
TC19001471.hg.1	ZNF529	zinc finger protein 529	57711
TC19001472.hg.1	ZNF790	zinc finger protein 790	388536
TC19001473.hg.1	ZNF461	zinc finger protein 461	92283
TC19001474.hg.1	NA	NA	NA
TC19001475.hg.1	ZNF850	zinc finger protein 850	342892
TC19001476.hg.1	NA	NA	NA
TC19001477.hg.1	NA	NA	NA
TC19001478.hg.1	ZNF829	zinc finger protein 829	374899
TC19001479.hg.1	ZNF585A	zinc finger protein 585A	199704
TC19001480.hg.1	ZNF585B	zinc finger protein 585B	92285
TC19001481.hg.1	NA	NA	NA
TC19001482.hg.1	LOC284412	uncharacterized LOC284412	284412
TC19001483.hg.1	ZNF569	zinc finger protein 569	148266
TC19001484.hg.1	LOC400692	uncharacterized LOC400692	400692
TC19001485.hg.1	ZNF571	zinc finger protein 571	51276
TC19001486.hg.1	ZFP30	zinc finger protein 30 homolog (mouse)	22835
TC19001487.hg.1	ZNF781	zinc finger protein 781	163115
TC19001488.hg.1	ZNF607	zinc finger protein 607	84775
TC19001489.hg.1	ZNF573	zinc finger protein 573	126231
TC19001490.hg.1	LOC100631378	uncharacterized 100631378	100631378
TC19001491.hg.1	NA	NA	NA
TC19001492.hg.1	WDR87	WD repeat domain 87	83889
TC19001493.hg.1	NA	NA	NA
TC19001495.hg.1	DPF1	D4, zinc and double PHD fingers family 1	8193
TC19001496.hg.1	PPP1R14A	protein phosphatase 1, regulatory (inhibitor) subunit 14A	94274
TC19001497.hg.1	YIF1B	Yip1 interacting factor homolog B (S. cerevisiae)	90522
TC19001498.hg.1	NA	NA	NA
TC19001499.hg.1	GGN	gametogenetin	199720
TC19001500.hg.1	RASGRP4	RAS guanyl releasing protein 4	115727
TC19001501.hg.1	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	11184
TC19001502.hg.1	CAPN12	calpain 12	147968
TC19001503.hg.1	NA	NA	NA
TC19001504.hg.1	NA	NA	NA
TC19001505.hg.1	LGALS4	lectin, galactoside-binding, soluble, 4	3960
TC19001507.hg.1	RINL	Ras and Rab interactor-like	126432
TC19001508.hg.1	SIRT2	sirtuin 2	22933
TC19001509.hg.1	LOC643669	uncharacterized LOC643669	643669
TC19001511.hg.1	FBXO27	F-box protein 27	126433
TC19001512.hg.1	NA	NA	NA
TC19001513.hg.1	SYCN	syncollin	342898
TC19001514.hg.1	IL28B	interleukin 28B (interferon, lambda 3)	282617
TC19001515.hg.1	LRFN1	leucine rich repeat and fibronectin type III domain containing 1	57622
TC19001516.hg.1	NA	NA	NA
TC19001517.hg.1	GMFG	glia maturation factor, gamma	9535
TC19001518.hg.1	PAF1	Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)	54623
TC19001519.hg.1	MIR4530	microRNA 4530	100616163
TC19001520.hg.1	NA	NA	NA
TC19001521.hg.1	RPS16	ribosomal protein S16	6217
TC19001522.hg.1	EID2B	EP300 interacting inhibitor of differentiation 2B	126272
TC19001523.hg.1	EID2	EP300 interacting inhibitor of differentiation 2	163126
TC19001524.hg.1	CLC	Charcot-Leyden crystal protein	1178
TC19001525.hg.1	DYRK1B	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B	9149
TC19001526.hg.1	FBL	fibrillarin	2091
TC19001527.hg.1	FCGBP	Fc fragment of IgG binding protein	8857
TC19001528.hg.1	ZNF780B	zinc finger protein 780B	163131
TC19001529.hg.1	ZNF780A	zinc finger protein 780A	284323
TC19001530.hg.1	TTC9B	tetratricopeptide repeat domain 9B	148014
TC19001531.hg.1	CNTD2	cyclin N-terminal domain containing 2	79935
TC19001532.hg.1	AKT2	v-akt murine thymoma viral oncogene homolog 2	208
TC19001533.hg.1	LOC100507646	uncharacterized protein LOC100507646	100507646
TC19001534.hg.1	MIR641	microRNA 641	693226
TC19001535.hg.1	NA	NA	NA
TC19001536.hg.1	C19orf47	chromosome 19 open reading frame 47	126526
TC19001537.hg.1	NA	NA	NA
TC19001538.hg.1	HIPK4	homeodomain interacting protein kinase 4	147746
TC19001539.hg.1	PRX	periaxin	57716
TC19001540.hg.1	SERTAD1	SERTA domain containing 1	29950
TC19001541.hg.1	SERTAD3	SERTA domain containing 3	29946
TC19001542.hg.1	BLVRB	biliverdin reductase B (flavin reductase (NADPH))	645
TC19001543.hg.1	NUMBL	numb homolog (Drosophila)-like	9253
TC19001544.hg.1	ADCK4	aarF domain containing kinase 4	79934
TC19001545.hg.1	NA	NA	NA
TC19001546.hg.1	C19orf54	chromosome 19 open reading frame 54	284325
TC19001547.hg.1	NA	NA	NA
TC19001548.hg.1	NA	NA	NA
TC19001549.hg.1	CYP2A6	cytochrome P450, family 2, subfamily A, polypeptide 6	1548
TC19001551.hg.1	NA	NA	NA
TC19001552.hg.1	NA	NA	NA
TC19001553.hg.1	TGFB1	transforming growth factor, beta 1	7040
TC19001554.hg.1	B9D2	B9 protein domain 2	80776
TC19001555.hg.1	EXOSC5	exosome component 5	56915
TC19001556.hg.1	B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	374907
TC19001558.hg.1	NA	NA	NA
TC19001559.hg.1	CEACAM4	carcinoembryonic antigen-related cell adhesion molecule 4	1089
TC19001560.hg.1	CEACAM7	carcinoembryonic antigen-related cell adhesion molecule 7	1087
TC19001561.hg.1	LYPD4	LY6/PLAUR domain containing 4	147719
TC19001562.hg.1	RABAC1	Rab acceptor 1 (prenylated)	10567
TC19001563.hg.1	ATP1A3	ATPase, Na+/K+ transporting, alpha 3 polypeptide	478
TC19001564.hg.1	GRIK5	glutamate receptor, ionotropic, kainate 5	2901
TC19001565.hg.1	POU2F2	POU class 2 homeobox 2	5452
TC19001566.hg.1	MIR4323	microRNA 4323	100422980
TC19001567.hg.1	NA	NA	NA
TC19001568.hg.1	DEDD2	death effector domain containing 2	162989
TC19001569.hg.1	GSK3A	glycogen synthase kinase 3 alpha	2931
TC19001570.hg.1	ERF	Ets2 repressor factor	2077
TC19001571.hg.1	PAFAH1B3	platelet-activating factor acetylhydrolase 1b, catalytic subunit 3 (29kDa)	5050
TC19001572.hg.1	CNFN	cornifelin	84518
TC19001573.hg.1	LIPE	lipase, hormone-sensitive	3991
TC19001574.hg.1	CXCL17	chemokine (C-X-C motif) ligand 17	284340
TC19001575.hg.1	CEACAM1	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)	634
TC19001576.hg.1	CEACAM8	carcinoembryonic antigen-related cell adhesion molecule 8	1088
TC19001579.hg.1	PSG7	pregnancy specific beta-1-glycoprotein 7 (gene/pseudogene)	5676
TC19001580.hg.1	PSG11	pregnancy specific beta-1-glycoprotein 11	5680
TC19001581.hg.1	NA	NA	NA
TC19001582.hg.1	PSG5	pregnancy specific beta-1-glycoprotein 5	5673
TC19001583.hg.1	LOC284344	uncharacterized LOC284344	284344
TC19001584.hg.1	PSG9	pregnancy specific beta-1-glycoprotein 9	5678
TC19001585.hg.1	NA	NA	NA
TC19001586.hg.1	LYPD3	LY6/PLAUR domain containing 3	27076
TC19001587.hg.1	PHLDB3	pleckstrin homology-like domain, family B, member 3	653583
TC19001588.hg.1	ETHE1	ethylmalonic encephalopathy 1	23474
TC19001589.hg.1	XRCC1	X-ray repair complementing defective repair in Chinese hamster cells 1	7515
TC19001590.hg.1	IRGQ	immunity-related GTPase family, Q	126298
TC19001591.hg.1	ZNF428	zinc finger protein 428	126299
TC19001592.hg.1	CADM4	cell adhesion molecule 4	199731
TC19001593.hg.1	PLAUR	plasminogen activator, urokinase receptor	5329
TC19001594.hg.1	SMG9	smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans)	56006
TC19001595.hg.1	KCNN4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4	3783
TC19001596.hg.1	LYPD5	LY6/PLAUR domain containing 5	284348
TC19001597.hg.1	NA	NA	NA
TC19001598.hg.1	ZNF404	zinc finger protein 404	342908
TC19001599.hg.1	LOC100505715	uncharacterized LOC100505715	100505715
TC19001600.hg.1	ZNF45	zinc finger protein 45	7596
TC19001601.hg.1	NA	NA	NA
TC19001602.hg.1	NA	NA	NA
TC19001603.hg.1	LOC100379224	uncharacterized LOC100379224	100379224
TC19001604.hg.1	ZNF235	zinc finger protein 235	9310
TC19001606.hg.1	ZNF229	zinc finger protein 229	7772
TC19001607.hg.1	ZNF180	zinc finger protein 180	7733
TC19001608.hg.1	CEACAM20	carcinoembryonic antigen-related cell adhesion molecule 20	125931
TC19001609.hg.1	CEACAM22P	carcinoembryonic antigen-related cell adhesion molecule 2, pseudogene	388550
TC19001610.hg.1	MIR4531	microRNA 4531	100616355
TC19001611.hg.1	NA	NA	NA
TC19001612.hg.1	ZNF296	zinc finger protein 296	162979
TC19001613.hg.1	NA	NA	NA
TC19001614.hg.1	NKPD1	NTPase, KAP family P-loop domain containing 1	284353
TC19001615.hg.1	TRAPPC6A	trafficking protein particle complex 6A	79090
TC19001616.hg.1	EXOC3L2	exocyst complex component 3-like 2	90332
TC19001617.hg.1	CKM	creatine kinase, muscle	1158
TC19001618.hg.1	ERCC2	excision repair cross-complementing rodent repair deficiency, complementation group 2	2068
TC19001619.hg.1	PPP1R13L	protein phosphatase 1, regulatory subunit 13 like	10848
TC19001620.hg.1	ERCC1	excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)	2067
TC19001621.hg.1	NA	NA	NA
TC19001622.hg.1	NA	NA	NA
TC19001623.hg.1	RTN2	reticulon 2	6253
TC19001625.hg.1	EML2	echinoderm microtubule associated protein like 2	24139
TC19001626.hg.1	MIR330	microRNA 330	442902
TC19001627.hg.1	MIR642B	microRNA 642b	100500845
TC19001628.hg.1	SNRPD2	small nuclear ribonucleoprotein D2 polypeptide 16.5kDa	6633
TC19001629.hg.1	FBXO46	F-box protein 46	23403
TC19001630.hg.1	NA	NA	NA
TC19001631.hg.1	SIX5	SIX homeobox 5	147912
TC19001632.hg.1	DMPK	dystrophia myotonica-protein kinase	1760
TC19001633.hg.1	DMWD	dystrophia myotonica, WD repeat containing	1762
TC19001634.hg.1	RSPH6A	radial spoke head 6 homolog A (Chlamydomonas)	81492
TC19001635.hg.1	SYMPK	symplekin	8189
TC19001636.hg.1	IRF2BP1	interferon regulatory factor 2 binding protein 1	26145
TC19001637.hg.1	MYPOP	Myb-related transcription factor, partner of profilin	339344
TC19001638.hg.1	NANOS2	nanos homolog 2 (Drosophila)	339345
TC19001639.hg.1	NOVA2	neuro-oncological ventral antigen 2	4858
TC19001640.hg.1	PGLYRP1	peptidoglycan recognition protein 1	8993
TC19001641.hg.1	IGFL4	IGF-like family member 4	444882
TC19001642.hg.1	NA	NA	NA
TC19001643.hg.1	IGFL3	IGF-like family member 3	388555
TC19001644.hg.1	NA	NA	NA
TC19001645.hg.1	NA	NA	NA
TC19001646.hg.1	CCDC8	coiled-coil domain containing 8	83987
TC19001647.hg.1	PNMAL1	PNMA-like 1	55228
TC19001648.hg.1	LOC100506012	serine/threonine-protein phosphatase 5-like	100506012
TC19001649.hg.1	PNMAL2	PNMA-like 2	57469
TC19001650.hg.1	PTGIR	prostaglandin I2 (prostacyclin) receptor (IP)	5739
TC19001651.hg.1	GNG8	guanine nucleotide binding protein (G protein), gamma 8	94235
TC19001652.hg.1	DACT3	dapper, antagonist of beta-catenin, homolog 3 (Xenopus laevis)	147906
TC19001653.hg.1	PRKD2	protein kinase D2	25865
TC19001654.hg.1	MIR320E	microRNA 320e	100422913
TC19001655.hg.1	STRN4	striatin, calmodulin binding protein 4	29888
TC19001656.hg.1	SLC1A5	solute carrier family 1 (neutral amino acid transporter), member 5	6510
TC19001657.hg.1	SNAR-E	small ILF3/NF90-associated RNA E	100170220
TC19001658.hg.1	AP2S1	adaptor-related protein complex 2, sigma 1 subunit	1175
TC19001659.hg.1	TMEM160	transmembrane protein 160	54958
TC19001660.hg.1	ZC3H4	zinc finger CCCH-type containing 4	23211
TC19001661.hg.1	NA	NA	NA
TC19001662.hg.1	MIR3191	microRNA 3191	100422832
TC19001663.hg.1	MEIS3	Meis homeobox 3	56917
TC19001664.hg.1	SLC8A2	solute carrier family 8 (sodium/calcium exchanger), member 2	6543
TC19001665.hg.1	KPTN	kaptin (actin binding protein)	11133
TC19001666.hg.1	NAPA	N-ethylmaleimide-sensitive factor attachment protein, alpha	8775
TC19001667.hg.1	ZNF541	zinc finger protein 541	84215
TC19001668.hg.1	TPRX1	tetra-peptide repeat homeobox 1	284355
TC19001669.hg.1	NA	NA	NA
TC19001670.hg.1	SULT2A1	sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1	6822
TC19001671.hg.1	NA	NA	NA
TC19001672.hg.1	BSPH1	binder of sperm protein homolog 1	100131137
TC19001673.hg.1	CABP5	calcium binding protein 5	56344
TC19001674.hg.1	PLA2G4C	phospholipase A2, group IVC (cytosolic, calcium-independent)	8605
TC19001675.hg.1	NA	NA	NA
TC19001676.hg.1	LIG1	ligase I, DNA, ATP-dependent	3978
TC19001677.hg.1	CARD8	caspase recruitment domain family, member 8	22900
TC19001678.hg.1	CCDC114	coiled-coil domain containing 114	93233
TC19001679.hg.1	TMEM143	transmembrane protein 143	55260
TC19001680.hg.1	NA	NA	NA
TC19001681.hg.1	KDELR1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1	10945
TC19001682.hg.1	NA	NA	NA
TC19001683.hg.1	NA	NA	NA
TC19001684.hg.1	LMTK3	lemur tyrosine kinase 3	114783
TC19001685.hg.1	NA	NA	NA
TC19001686.hg.1	FAM83E	family with sequence similarity 83, member E	54854
TC19001687.hg.1	RPL18	ribosomal protein L18	6141
TC19001688.hg.1	DBP	D site of albumin promoter (albumin D-box) binding protein	1628
TC19001689.hg.1	CA11	carbonic anhydrase XI	770
TC19001690.hg.1	NA	NA	NA
TC19001691.hg.1	NTN5	netrin 5	126147
TC19001692.hg.1	MAMSTR	MEF2 activating motif and SAP domain containing transcriptional regulator	284358
TC19001693.hg.1	RASIP1	Ras interacting protein 1	54922
TC19001694.hg.1	IZUMO1	izumo sperm-egg fusion 1	284359
TC19001695.hg.1	FUT1	fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)	2523
